"Ukazatel","IndicatorType","Území","Uz0","Měsíce, roky","CASRMX","Hodnota"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2006","2006-08","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2006","2006-09","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2006","2006-10","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2006","2006-11","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2006","2006-12","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2006","2006","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2007","2007-01","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2007","2007-02","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2007","2007-03","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2007","2007-04","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2007","2007-05","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2007","2007-06","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2007","2007-07","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2007","2007-08","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2007","2007-09","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2007","2007-10","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2007","2007-11","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2007","2007-12","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2007","2007","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2008","2008-01","3.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2008","2008-02","3.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2008","2008-03","4.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2008","2008-04","4.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2008","2008-05","5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2008","2008-06","5.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2008","2008-07","5.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2008","2008-08","6.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2008","2008-09","6.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2008","2008-10","6.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2008","2008-11","6.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2008","2008-12","6.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2008","2008","6.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2009","2009-01","5.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2009","2009-02","5.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2009","2009-03","5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2009","2009-04","4.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2009","2009-05","4.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2009","2009-06","3.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2009","2009-07","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2009","2009-08","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2009","2009-09","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2009","2009-10","1.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2009","2009-11","1.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2009","2009-12","1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2009","2009","1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2010","2010-01","0.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2010","2010-02","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2010","2010-03","0.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2010","2010-04","0.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2010","2010-05","0.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2010","2010-06","0.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2010","2010-07","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2010","2010-08","0.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2010","2010-09","1.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2010","2010-10","1.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2010","2010-11","1.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2010","2010-12","1.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2010","2010","1.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2011","2011-01","1.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2011","2011-02","1.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2011","2011-03","1.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2011","2011-04","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2011","2011-05","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2011","2011-06","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2011","2011-07","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2011","2011-08","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2011","2011-09","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2011","2011-10","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2011","2011-11","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2011","2011-12","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2011","2011","1.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2012","2012-01","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2012","2012-02","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2012","2012-03","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2012","2012-04","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2012","2012-05","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2012","2012-06","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2012","2012-07","2.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2012","2012-08","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2012","2012-09","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2012","2012-10","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2012","2012-11","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2012","2012-12","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2012","2012","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2013","2013-01","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2013","2013-02","3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2013","2013-03","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2013","2013-04","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2013","2013-05","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2013","2013-06","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2013","2013-07","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2013","2013-08","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2013","2013-09","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2013","2013-10","1.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2013","2013-11","1.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2013","2013-12","1.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2013","2013","1.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2014","2014-01","1.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2014","2014-02","1.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2014","2014-03","1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2014","2014-04","0.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2014","2014-05","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2014","2014-06","0.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2014","2014-07","0.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2014","2014-08","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2014","2014-09","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2014","2014-10","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2014","2014-11","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2014","2014-12","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2014","2014","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2015","2015-01","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2015","2015-02","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2015","2015-03","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2015","2015-04","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2015","2015-05","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2015","2015-06","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2015","2015-07","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2015","2015-08","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2015","2015-09","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2015","2015-10","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2015","2015-11","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2015","2015-12","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2015","2015","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2016","2016-01","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2016","2016-02","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2016","2016-03","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2016","2016-04","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2016","2016-05","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2016","2016-06","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2016","2016-07","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2016","2016-08","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2016","2016-09","0.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2016","2016-10","0.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2016","2016-11","0.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2016","2016-12","0.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2016","2016","0.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2017","2017-01","0.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2017","2017-02","1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2017","2017-03","1.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2017","2017-04","1.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2017","2017-05","1.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2017","2017-06","1.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2017","2017-07","1.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2017","2017-08","2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2017","2017-09","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2017","2017-10","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2017","2017-11","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2017","2017-12","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2017","2017","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2018","2018-01","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2018","2018-02","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2018","2018-03","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2018","2018-04","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2018","2018-05","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2018","2018-06","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2018","2018-07","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2018","2018-08","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2018","2018-09","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2018","2018-10","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2018","2018-11","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2018","2018-12","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2018","2018","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2019","2019-01","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2019","2019-02","2.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2019","2019-03","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2019","2019-04","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2019","2019-05","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2019","2019-06","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2019","2019-07","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2019","2019-08","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2019","2019-09","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2019","2019-10","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2019","2019-11","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2019","2019-12","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2019","2019","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2020","2020-01","2.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2020","2020-02","3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2020","2020-03","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2020","2020-04","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2020","2020-05","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2020","2020-06","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2020","2020-07","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2020","2020-08","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2020","2020-09","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2020","2020-10","3.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2020","2020-11","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2020","2020-12","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2020","2020","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2021","2021-01","3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2021","2021-02","2.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2021","2021-03","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2021","2021-04","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2021","2021-05","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2021","2021-06","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2021","2021-07","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2021","2021-08","2.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2021","2021-09","3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2021","2021-10","3.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2021","2021-11","3.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2021","2021-12","3.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2021","2021","3.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2022","2022-01","4.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2022","2022-02","5.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2022","2022-03","6.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2022","2022-04","7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2022","2022-05","8.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2022","2022-06","9.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2022","2022-07","10.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2022","2022-08","11.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2022","2022-09","12.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2022","2022-10","13.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2022","2022-11","14.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2022","2022-12","15.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2022","2022","15.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2023","2023-01","15.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2023","2023-02","16.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2023","2023-03","16.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2023","2023-04","16.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2023","2023-05","15.8"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2023","2023-06","15.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2023","2023-07","14.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2023","2023-08","13.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2023","2023-09","12.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2023","2023-10","12.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2023","2023-11","11.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2023","2023-12","10.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2023","2023","10.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2024","2024-01","9.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2024","2024-02","8.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2024","2024-03","7.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2024","2024-04","6.3"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2024","2024-05","5.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2024","2024-06","4.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2024","2024-07","4.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2024","2024-08","3.9"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2024","2024-09","3.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2024","2024-10","3.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2024","2024-11","2.7"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2024","2024-12","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2024","2024","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2025","2025-01","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2025","2025-02","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2025","2025-03","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2025","2025-04","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2025","2025-05","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2025","2025-06","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2025","2025-07","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","srpen 2025","2025-08","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","září 2025","2025-09","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","říjen 2025","2025-10","2.6"
"Průměrná roční míra inflace","6134J06","Česko","CZ","listopad 2025","2025-11","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","prosinec 2025","2025-12","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","2025","2025","2.5"
"Průměrná roční míra inflace","6134J06","Česko","CZ","leden 2026","2026-01","2.4"
"Průměrná roční míra inflace","6134J06","Česko","CZ","únor 2026","2026-02","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","březen 2026","2026-03","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","duben 2026","2026-04","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","květen 2026","2026-05","2.2"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červen 2026","2026-06","2.1"
"Průměrná roční míra inflace","6134J06","Česko","CZ","červenec 2026","2026-07","2"
